source	gene ID	gene name	orthologs
JGI/Baylor Sequencing Project	DDB_G0287467	gluS	D.purpureum:DPU_G0053620
OrthoMCL	DDB_G0288089	DDB_G0288089	M.musculus:ENSMUSP00000113835 | C.elegans:WBGene00009672 | H.sapiens:ENSP00000328992 | A.thaliana:NP_196472 | D.melanogaster:FBpp0081148
InParanoid	DDB_G0288089	DDB_G0288089	A.thaliana:At5g08550 | C.elegans:CE17822 | D.melanogaster:FBpp0081148 | H.sapiens:ENSP00000328992 | M.musculus:ENSMUSP00000113835
JGI/Baylor Sequencing Project	DDB_G0288089	DDB_G0288089	D.purpureum:DPU_G0075422
OrthoMCL	DDB_G0288099	DDB_G0288099	M.musculus:ENSMUSP00000019944 | C.elegans:WBGene00010436 | H.sapiens:ENSP00000237283 | S.cerevisiae S288c:YJL035C | S.cerevisiae S288c:YPR062W | E.coli K-12:AP_003145 | A.thaliana:NP_564523 | A.thaliana:NP_177039 | D.melanogaster:FBpp0082851
InParanoid	DDB_G0288099	DDB_G0288099	C.elegans:CE17987 | D.melanogaster:FBpp0082851 | E.coli K-12:NP_417054 | H.sapiens:ENSP00000237283 | M.musculus:ENSMUSP00000019944 | S.cerevisiae S288c:YJL035C
JGI/Baylor Sequencing Project	DDB_G0288099	DDB_G0288099	D.purpureum:DPU_G0059140
OrthoMCL	DDB_G0288225	slbp	M.musculus:ENSMUSP00000062930 | C.elegans:WBGene00000411 | H.sapiens:ENSP00000316490 | D.melanogaster:FBpp0084778
OrthoMCL	DDB_G0285957	xpr1	M.musculus:ENSMUSP00000027741 | C.elegans:WBGene00012659 | H.sapiens:ENSP00000356562 | A.thaliana:NP_188985 | A.thaliana:NP_564940 | A.thaliana:NP_172857 | A.thaliana:NP_173995 | A.thaliana:NP_174768 | A.thaliana:NP_177107 | A.thaliana:NP_178423 | A.thaliana:NP_178424 | A.thaliana:NP_178425 | A.thaliana:NP_189549 | A.thaliana:NP_194265 | S.cerevisiae S288c:YIL047C | D.melanogaster:FBpp0074304 | D.melanogaster:FBpp0076785
InParanoid	DDB_G0285957	xpr1	A.thaliana:At4g25350 | C.elegans:CE19142 | H.sapiens:ENSP00000356562 | M.musculus:ENSMUSP00000027741
JGI/Baylor Sequencing Project	DDB_G0285957	xpr1	D.purpureum:DPU_G0062310
OrthoMCL	DDB_G0285963	fhkD	M.musculus:ENSMUSP00000066679 | C.elegans:WBGene00000499 | C.elegans:WBGene00011612 | H.sapiens:ENSP00000372023 | S.cerevisiae S288c:YDL101C | D.melanogaster:FBpp0080860
JGI/Baylor Sequencing Project	DDB_G0285963	fhkD	D.purpureum:DPU_G0060718
OrthoMCL	DDB_G0288255	DDB_G0288255	E.coli K-12:AP_003103 | A.thaliana:NP_564755 | A.thaliana:NP_188597 | A.thaliana:NP_565909 | A.thaliana:NP_850319
InParanoid	DDB_G0288255	DDB_G0288255	A.thaliana:At1g60230 | E.coli K-12:NP_417012
JGI/Baylor Sequencing Project	DDB_G0288255	DDB_G0288255	D.purpureum:DPU_G0073120
OrthoMCL	DDB_G0288257	rpb2	M.musculus:ENSMUSP00000031167 | M.musculus:ENSMUSP00000076418 | C.elegans:WBGene00016140 | C.elegans:WBGene00017300 | H.sapiens:ENSP00000228347 | H.sapiens:ENSP00000370625 | S.cerevisiae S288c:YOR151C | S.cerevisiae S288c:YOR207C | E.coli K-12:AP_003832 | A.thaliana:NP_189020 | A.thaliana:NP_193902 | A.thaliana:NP_199327 | A.thaliana:NP_188437 | D.melanogaster:FBpp0082353 | D.melanogaster:FBpp0087085
InParanoid	DDB_G0288257	rpb2	A.thaliana:At4g21710 | C.elegans:CE01162 | D.melanogaster:FBpp0082353 | E.coli K-12:NP_418414 | H.sapiens:ENSP00000370625 | M.musculus:ENSMUSP00000031167 | S.cerevisiae S288c:YOR151C
JGI/Baylor Sequencing Project	DDB_G0288257	rpb2	D.purpureum:DPU_G0072176
OrthoMCL	DDB_G0284221	atox1	M.musculus:ENSMUSP00000104485 | C.elegans:WBGene00000835 | H.sapiens:ENSP00000316854 | A.thaliana:NP_001154453 | A.thaliana:NP_564870 | A.thaliana:NP_191183 | A.thaliana:NP_001118849 | S.cerevisiae S288c:YNL259C | D.melanogaster:FBpp0078080
InParanoid	DDB_G0284221	atox1	A.thaliana:At1g66240 | D.melanogaster:FBpp0078080 | H.sapiens:ENSP00000316854 | M.musculus:ENSMUSP00000104485 | S.cerevisiae S288c:YNL259C
JGI/Baylor Sequencing Project	DDB_G0284221	atox1	D.purpureum:DPU_G0052704
OrthoMCL	DDB_G0286861	DDB_G0286861	M.musculus:ENSMUSP00000067662 | C.elegans:WBGene00009236 | E.coli K-12:AP_001142 | H.sapiens:ENSP00000171214 | A.thaliana:NP_196567 | A.thaliana:NP_569008 | S.cerevisiae S288c:YIL124W
JGI/Baylor Sequencing Project	DDB_G0286121	tagC	D.purpureum:DPU_G0059394
OrthoMCL	DDB_G0286253	ttc4	M.musculus:ENSMUSP00000026480 | C.elegans:WBGene00015916 | H.sapiens:ENSP00000360332 | A.thaliana:NP_563702 | S.cerevisiae S288c:YBR155W | D.melanogaster:FBpp0085479
InParanoid	DDB_G0286253	ttc4	A.thaliana:At1g04130 | C.elegans:CE29583 | D.melanogaster:FBpp0085479 | H.sapiens:ENSP00000360329 | M.musculus:ENSMUSP00000026480 | S.cerevisiae S288c:YBR155W
JGI/Baylor Sequencing Project	DDB_G0286253	ttc4	D.purpureum:DPU_G0060598
JGI/Baylor Sequencing Project	DDB_G0287479	DDB_G0287479	D.purpureum:DPU_G0073182
OrthoMCL	DDB_G0288105	oxct	M.musculus:ENSMUSP00000099700 | M.musculus:ENSMUSP00000099708 | M.musculus:ENSMUSP00000106318 | C.elegans:WBGene00007330 | E.coli K-12:AP_002821 | E.coli K-12:AP_002820 | E.coli K-12:AP_002314 | H.sapiens:ENSP00000196371 | H.sapiens:ENSP00000361914 | D.melanogaster:FBpp0072723
InParanoid	DDB_G0288105	oxct	C.elegans:CE01467 | D.melanogaster:FBpp0072723 | E.coli K-12:NP_416209 | H.sapiens:ENSP00000196371 | M.musculus:ENSMUSP00000106318
JGI/Baylor Sequencing Project	DDB_G0288105	oxct	D.purpureum:DPU_G0072094
JGI/Baylor Sequencing Project	DDB_G0287933	DDB_G0287933	D.purpureum:DPU_G0053588
JGI/Baylor Sequencing Project	DDB_G0287935	DDB_G0287935	D.purpureum:DPU_G0053590
OrthoMCL	DDB_G0288123	DDB_G0288123	C.elegans:WBGene00004118
OrthoMCL	DDB_G0287607	pcna	M.musculus:ENSMUSP00000028817 | C.elegans:WBGene00003955 | H.sapiens:ENSP00000368458 | A.thaliana:NP_172217 | A.thaliana:NP_180517 | S.cerevisiae S288c:YBR088C | D.melanogaster:FBpp0089395 | D.melanogaster:FBpp0080803
InParanoid	DDB_G0287607	pcna	A.thaliana:At1g07370 | C.elegans:CE37726 | D.melanogaster:FBpp0089395 | H.sapiens:ENSP00000368458 | M.musculus:ENSMUSP00000028817 | S.cerevisiae S288c:YBR088C
JGI/Baylor Sequencing Project	DDB_G0287607	pcna	D.purpureum:DPU_G0075542
OrthoMCL	DDB_G0286507	DDB_G0286507	M.musculus:ENSMUSP00000026324 | M.musculus:ENSMUSP00000051333 | C.elegans:WBGene00019015 | C.elegans:WBGene00020311 | H.sapiens:ENSP00000368605 | A.thaliana:NP_180630 | A.thaliana:NP_001078736 | A.thaliana:NP_199648 | D.melanogaster:FBpp0085157 | D.melanogaster:FBpp0112227 | D.melanogaster:FBpp0085159
InParanoid	DDB_G0286507	DDB_G0286507	D.melanogaster:FBpp0112227
JGI/Baylor Sequencing Project	DDB_G0286507	DDB_G0286507	D.purpureum:DPU_G0072016
OrthoMCL	DDB_G0287881	exoc5	M.musculus:ENSMUSP00000087302 | C.elegans:WBGene00016376 | H.sapiens:ENSP00000342100 | A.thaliana:NP_001031871 | A.thaliana:NP_001031872 | A.thaliana:NP_568270 | S.cerevisiae S288c:YLR166C | D.melanogaster:FBpp0083932
InParanoid	DDB_G0287881	exoc5	A.thaliana:At5g12370 | C.elegans:CE04152 | D.melanogaster:FBpp0083932 | H.sapiens:ENSP00000342100 | M.musculus:ENSMUSP00000087302 | S.cerevisiae S288c:YLR166C
JGI/Baylor Sequencing Project	DDB_G0287881	exoc5	D.purpureum:DPU_G0065644
OrthoMCL	DDB_G0292640	DDB_G0292640	M.musculus:ENSMUSP00000027257 | C.elegans:WBGene00013436 | H.sapiens:ENSP00000289359 | D.melanogaster:FBpp0288415 | D.melanogaster:FBpp0071627
JGI/Baylor Sequencing Project	DDB_G0292640	DDB_G0292640	D.purpureum:DPU_G0068946
OrthoMCL	DDB_G0289053	DDB_G0289053	M.musculus:ENSMUSP00000057332 | C.elegans:WBGene00004388 | H.sapiens:ENSP00000315859 | A.thaliana:NP_173107 | A.thaliana:NP_973844 | D.melanogaster:FBpp0081544
InParanoid	DDB_G0289053	DDB_G0289053	A.thaliana:At1g16610 | C.elegans:CE29981 | D.melanogaster:FBpp0081544 | H.sapiens:ENSP00000315859
JGI/Baylor Sequencing Project	DDB_G0289053	DDB_G0289053	D.purpureum:DPU_G0056394
OrthoMCL	DDB_G0291490	pigT	M.musculus:ENSMUSP00000099390 | C.elegans:WBGene00008918 | H.sapiens:ENSP00000279036 | A.thaliana:NP_566299 | A.thaliana:NP_850530 | S.cerevisiae S288c:YHR188C | D.melanogaster:FBpp0071123
InParanoid	DDB_G0291490	pigT	A.thaliana:At3g07140 | C.elegans:CE05654 | D.melanogaster:FBpp0071123 | H.sapiens:ENSP00000279036 | M.musculus:ENSMUSP00000099390 | S.cerevisiae S288c:YHR188C
JGI/Baylor Sequencing Project	DDB_G0291490	pigT	D.purpureum:DPU_G0068550
OrthoMCL	DDB_G0288801	DDB_G0288801	M.musculus:ENSMUSP00000026220 | M.musculus:ENSMUSP00000026221 | M.musculus:ENSMUSP00000036936 | M.musculus:ENSMUSP00000059860 | C.elegans:WBGene00001398 | C.elegans:WBGene00001399 | C.elegans:WBGene00001397 | H.sapiens:ENSP00000359380 | H.sapiens:ENSP00000316329 | A.thaliana:NP_566529 | A.thaliana:NP_172098 | A.thaliana:NP_172099 | A.thaliana:NP_172100 | A.thaliana:NP_172102 | A.thaliana:NP_172124 | A.thaliana:NP_172125 | A.thaliana:NP_565721 | A.thaliana:NP_188208 | S.cerevisiae S288c:YGL055W | D.melanogaster:FBpp0082095 | D.melanogaster:FBpp0075926 | D.melanogaster:FBpp0082064 | D.melanogaster:FBpp0082205
JGI/Baylor Sequencing Project	DDB_G0288801	DDB_G0288801	D.purpureum:DPU_G0059832
OrthoMCL	DDB_G0290685	DDB_G0290685	M.musculus:ENSMUSP00000108391 | C.elegans:WBGene00000708 | A.thaliana:NP_176058 | A.thaliana:NP_195495 | H.sapiens:ENSP00000382213
OrthoMCL	DDB_G0290689	DDB_G0290689	E.coli K-12:AP_003393 | A.thaliana:NP_174303 | A.thaliana:NP_187673
InParanoid	DDB_G0290689	DDB_G0290689	A.thaliana:At3g10620 | A.thaliana:At1g30110 | E.coli K-12:NP_417307
JGI/Baylor Sequencing Project	DDB_G0290689	DDB_G0290689	D.purpureum:DPU_G0070670
OrthoMCL	DDB_G0287843	DDB_G0287843	M.musculus:ENSMUSP00000029570 | M.musculus:ENSMUSP00000062566 | C.elegans:WBGene00020798 | H.sapiens:ENSP00000359171 | H.sapiens:ENSP00000364493 | A.thaliana:NP_001031360 | A.thaliana:NP_179289 | A.thaliana:NP_179290 | A.thaliana:NP_179291 | A.thaliana:NP_973476 | D.melanogaster:FBpp0077866 | D.melanogaster:FBpp0112045
InParanoid	DDB_G0287843	DDB_G0287843	C.elegans:CE36022 | D.melanogaster:FBpp0112045 | D.melanogaster:FBpp0077866 | H.sapiens:ENSP00000364493 | M.musculus:ENSMUSP00000062566
JGI/Baylor Sequencing Project	DDB_G0287843	DDB_G0287843	D.purpureum:DPU_G0056262
JGI/Baylor Sequencing Project	DDB_G0289949	DDB_G0289949	D.purpureum:DPU_G0057366
JGI/Baylor Sequencing Project	DDB_G0288693	DDB_G0288693	D.purpureum:DPU_G0066314
OrthoMCL	DDB_G0290851	spc3	M.musculus:ENSMUSP00000070267 | M.musculus:ENSMUSP00000051250 | M.musculus:ENSMUSP00000062660 | C.elegans:WBGene00019679 | H.sapiens:ENSP00000264597 | A.thaliana:NP_566250 | A.thaliana:NP_001030641 | A.thaliana:NP_198095 | S.cerevisiae S288c:YLR066W | D.melanogaster:FBpp0083949
InParanoid	DDB_G0290851	spc3	A.thaliana:At3g05230 | A.thaliana:At5g27430 | C.elegans:CE00269 | D.melanogaster:FBpp0083949 | H.sapiens:ENSP00000264597 | M.musculus:ENSMUSP00000062660 | M.musculus:ENSMUSP00000070267 | M.musculus:ENSMUSP00000051250 | S.cerevisiae S288c:YLR066W
JGI/Baylor Sequencing Project	DDB_G0290851	spc3	D.purpureum:DPU_G0055270
JGI/Baylor Sequencing Project	DDB_G0289493	DDB_G0289493	D.purpureum:DPU_G0072404
OrthoMCL	DDB_G0288703	bud13	M.musculus:ENSMUSP00000074490 | C.elegans:WBGene00011142 | H.sapiens:ENSP00000260210 | A.thaliana:NP_001031124 | A.thaliana:NP_174470 | S.cerevisiae S288c:YGL174W | D.melanogaster:FBpp0084051
InParanoid	DDB_G0288703	bud13	A.thaliana:At1g31870 | C.elegans:CE00289 | D.melanogaster:FBpp0084051 | H.sapiens:ENSP00000260210 | M.musculus:ENSMUSP00000074490
JGI/Baylor Sequencing Project	DDB_G0289285	DDB_G0289285	D.purpureum:DPU_G0075044
JGI/Baylor Sequencing Project	DDB_G0287967	DDB_G0287967	D.purpureum:DPU_G0075380
OrthoMCL	DDB_G0289173	arfA	M.musculus:ENSMUSP00000079905 | M.musculus:ENSMUSP00000020717 | M.musculus:ENSMUSP00000107937 | M.musculus:ENSMUSP00000051814 | M.musculus:ENSMUSP00000050689 | C.elegans:WBGene00000182 | C.elegans:WBGene00000183 | H.sapiens:ENSP00000272102 | H.sapiens:ENSP00000000233 | H.sapiens:ENSP00000306010 | H.sapiens:ENSP00000256682 | A.thaliana:NP_172533 | A.thaliana:NP_177206 | A.thaliana:NP_182239 | A.thaliana:NP_191788 | A.thaliana:NP_564195 | A.thaliana:NP_850975 | A.thaliana:NP_974120 | A.thaliana:NP_196971 | S.cerevisiae S288c:YDL192W | S.cerevisiae S288c:YOR094W | S.cerevisiae S288c:YDL137W | D.melanogaster:FBpp0289184 | D.melanogaster:FBpp0088256
InParanoid	DDB_G0289173	arfA	A.thaliana:At2g47170 | C.elegans:CE00696 | D.melanogaster:FBpp0078222 | H.sapiens:ENSP00000355714 | M.musculus:ENSMUSP00000051814 | S.cerevisiae S288c:YDL137W
JGI/Baylor Sequencing Project	DDB_G0289173	arfA	D.purpureum:DPU_G0067816
OrthoMCL	DDB_G0288471	taf6	M.musculus:ENSMUSP00000048016 | C.elegans:WBGene00006387 | C.elegans:WBGene00021363 | H.sapiens:ENSP00000419760 | A.thaliana:NP_001030969 | A.thaliana:NP_171987 | A.thaliana:NP_849592 | S.cerevisiae S288c:YGL112C | D.melanogaster:FBpp0074709
InParanoid	DDB_G0288471	taf6	A.thaliana:At1g04950 | C.elegans:CE27222 | D.melanogaster:FBpp0074709 | H.sapiens:ENSP00000344537 | M.musculus:ENSMUSP00000048016 | S.cerevisiae S288c:YGL112C
JGI/Baylor Sequencing Project	DDB_G0288471	taf6	D.purpureum:DPU_G0072952
OrthoMCL	DDB_G0290307	DDB_G0290307	M.musculus:ENSMUSP00000102207 | M.musculus:ENSMUSP00000102733 | M.musculus:ENSMUSP00000030935 | M.musculus:ENSMUSP00000003501 | C.elegans:WBGene00001368 | H.sapiens:ENSP00000352612 | H.sapiens:ENSP00000360886 | H.sapiens:ENSP00000413218 | H.sapiens:ENSP00000352162 | D.melanogaster:FBpp0112400 | D.melanogaster:FBpp0288677
InParanoid	DDB_G0290307	DDB_G0290307	C.elegans:CE00983 | H.sapiens:ENSP00000352612 | M.musculus:ENSMUSP00000102733
JGI/Baylor Sequencing Project	DDB_G0290307	DDB_G0290307	D.purpureum:DPU_G0068270
OrthoMCL	DDB_G0289867	pex1	M.musculus:ENSMUSP00000113304 | C.elegans:WBGene00004191 | H.sapiens:ENSP00000248633 | A.thaliana:NP_196464 | S.cerevisiae S288c:YKL197C | D.melanogaster:FBpp0075519
InParanoid	DDB_G0289867	pex1	A.thaliana:At5g08470 | C.elegans:CE30339 | D.melanogaster:FBpp0075519 | H.sapiens:ENSP00000248633 | M.musculus:ENSMUSP00000113304 | S.cerevisiae S288c:YKL197C
OrthoMCL	DDB_G0291081	pefA	M.musculus:ENSMUSP00000022060 | M.musculus:ENSMUSP00000112638 | C.elegans:WBGene00019770 | H.sapiens:ENSP00000362807 | A.thaliana:NP_001030668 | A.thaliana:NP_187641 | A.thaliana:NP_196037 | A.thaliana:NP_850998 | A.thaliana:NP_850997 | A.thaliana:NP_180317 | S.cerevisiae S288c:YGR058W | D.melanogaster:FBpp0112607 | D.melanogaster:FBpp0087367
InParanoid	DDB_G0291081	pefA	A.thaliana:At3g10300 | D.melanogaster:FBpp0087367 | H.sapiens:ENSP00000362807 | M.musculus:ENSMUSP00000003245 | M.musculus:ENSMUSP00000022060
JGI/Baylor Sequencing Project	DDB_G0288331	expl7	D.purpureum:DPU_G0053740
OrthoMCL	DDB_G0288729	DDB_G0288729	M.musculus:ENSMUSP00000060940 | C.elegans:WBGene00044305 | H.sapiens:ENSP00000358059 | A.thaliana:NP_188127 | A.thaliana:NP_193037 | A.thaliana:NP_173786 | S.cerevisiae S288c:YMR152W | D.melanogaster:FBpp0077340
InParanoid	DDB_G0288729	DDB_G0288729	A.thaliana:At3g15090 | C.elegans:CE38609 | D.melanogaster:FBpp0077340 | H.sapiens:ENSP00000358059 | M.musculus:ENSMUSP00000060940 | S.cerevisiae S288c:YBL069W
JGI/Baylor Sequencing Project	DDB_G0288729	DDB_G0288729	D.purpureum:DPU_G0068606
OrthoMCL	DDB_G0288731	DDB_G0288731	M.musculus:ENSMUSP00000033700 | M.musculus:ENSMUSP00000110248 | M.musculus:ENSMUSP00000111316 | C.elegans:WBGene00003475 | H.sapiens:ENSP00000345752 | H.sapiens:ENSP00000359417 | H.sapiens:ENSP00000359423 | A.thaliana:NP_187666 | A.thaliana:NP_196074 | D.melanogaster:FBpp0078854 | S.cerevisiae S288c:YJR110W
InParanoid	DDB_G0288731	DDB_G0288731	C.elegans:CE32050 | D.melanogaster:FBpp0078854 | H.sapiens:ENSP00000345752
JGI/Baylor Sequencing Project	DDB_G0288731	DDB_G0288731	D.purpureum:DPU_G0068604
OrthoMCL	DDB_G0288751	DDB_G0288751	C.elegans:WBGene00004118
JGI/Baylor Sequencing Project	DDB_G0288751	DDB_G0288751	D.purpureum:DPU_G0070844
OrthoMCL	DDB_G0287243	DDB_G0287243	M.musculus:ENSMUSP00000022535 | C.elegans:WBGene00021929 | A.thaliana:NP_563814 | H.sapiens:ENSP00000420773 | D.melanogaster:FBpp0072132
InParanoid	DDB_G0287243	DDB_G0287243	A.thaliana:At1g08370 | C.elegans:CE22543 | D.melanogaster:FBpp0072132 | H.sapiens:ENSP00000280665 | M.musculus:ENSMUSP00000108397
JGI/Baylor Sequencing Project	DDB_G0287243	DDB_G0287243	D.purpureum:DPU_G0051408
OrthoMCL	DDB_G0287831	DDB_G0287831	A.thaliana:NP_200360
InParanoid	DDB_G0287831	DDB_G0287831	A.thaliana:At5g55490
JGI/Baylor Sequencing Project	DDB_G0287831	DDB_G0287831	D.purpureum:DPU_G0074308
JGI/Baylor Sequencing Project	DDB_G0287833	DDB_G0287833	D.purpureum:DPU_G0074306
OrthoMCL	DDB_G0290795	hddc2	M.musculus:ENSMUSP00000000304 | C.elegans:WBGene00018481 | H.sapiens:ENSP00000381220 | A.thaliana:NP_179962 | A.thaliana:NP_973522 | A.thaliana:NP_564240 | S.cerevisiae S288c:YGL101W | S.cerevisiae S288c:YBR242W | D.melanogaster:FBpp0078921
InParanoid	DDB_G0290795	hddc2	A.thaliana:At1g26160 | H.sapiens:ENSP00000381220 | M.musculus:ENSMUSP00000000304 | S.cerevisiae S288c:YGL101W
JGI/Baylor Sequencing Project	DDB_G0290795	hddc2	D.purpureum:DPU_G0051758
OrthoMCL	DDB_G0290799	DDB_G0290799	M.musculus:ENSMUSP00000033901 | C.elegans:WBGene00011298 | H.sapiens:ENSP00000311984 | S.cerevisiae S288c:YKL151C | E.coli K-12:AP_004667 | A.thaliana:NP_568369 | A.thaliana:NP_974811 | D.melanogaster:FBpp0074800
InParanoid	DDB_G0290799	DDB_G0290799	A.thaliana:At5g19150 | C.elegans:CE23917 | D.melanogaster:FBpp0074800 | H.sapiens:ENSP00000311984 | M.musculus:ENSMUSP00000033901 | S.cerevisiae S288c:YKL151C
JGI/Baylor Sequencing Project	DDB_G0290799	DDB_G0290799	D.purpureum:DPU_G0075282
OrthoMCL	DDB_G0289973	DDB_G0289973	E.coli K-12:AP_004165 | E.coli K-12:AP_004176 | E.coli K-12:AP_002659 | E.coli K-12:AP_004164 | A.thaliana:NP_850318
InParanoid	DDB_G0289973	DDB_G0289973	E.coli K-12:NP_416563
JGI/Baylor Sequencing Project	DDB_G0289973	DDB_G0289973	D.purpureum:DPU_G0051156
OrthoMCL	DDB_G0287741	DDB_G0287741	M.musculus:ENSMUSP00000045606 | C.elegans:WBGene00017301 | H.sapiens:ENSP00000352706 | A.thaliana:NP_001032155 | A.thaliana:NP_001078804 | A.thaliana:NP_180623 | A.thaliana:NP_180624 | A.thaliana:NP_201395 | S.cerevisiae S288c:YDR036C | D.melanogaster:FBpp0082547
InParanoid	DDB_G0287741	DDB_G0287741	A.thaliana:At5g65940 | A.thaliana:At2g30660 | S.cerevisiae S288c:YDR036C
JGI/Baylor Sequencing Project	DDB_G0287741	DDB_G0287741	D.purpureum:DPU_G0075270
JGI/Baylor Sequencing Project	DDB_G0288475	DDB_G0288475	D.purpureum:DPU_G0063756
JGI/Baylor Sequencing Project	DDB_G0289901	DDB_G0289901	D.purpureum:DPU_G0058814
OrthoMCL	DDB_G0286495	itpa	M.musculus:ENSMUSP00000099482 | C.elegans:WBGene00001823 | H.sapiens:ENSP00000369456 | S.cerevisiae S288c:YJR069C | E.coli K-12:AP_003511 | A.thaliana:NP_567410 | D.melanogaster:FBpp0078684
InParanoid	DDB_G0286495	itpa	A.thaliana:At4g13720 | C.elegans:CE25662 | D.melanogaster:FBpp0078684 | E.coli K-12:NP_417429 | H.sapiens:ENSP00000369456 | M.musculus:ENSMUSP00000099482 | S.cerevisiae S288c:YJR069C
JGI/Baylor Sequencing Project	DDB_G0286495	itpa	D.purpureum:DPU_G0073738
OrthoMCL	DDB_G0290237	acbd6	M.musculus:ENSMUSP00000049124 | C.elegans:WBGene00011731 | H.sapiens:ENSP00000356567 | A.thaliana:NP_194507 | A.thaliana:NP_200159 | D.melanogaster:FBpp0076922
InParanoid	DDB_G0290237	acbd6	A.thaliana:At4g27780 | C.elegans:CE37145 | D.melanogaster:FBpp0076922 | H.sapiens:ENSP00000356567 | M.musculus:ENSMUSP00000049124
JGI/Baylor Sequencing Project	DDB_G0290237	acbd6	D.purpureum:DPU_G0060622
JGI/Baylor Sequencing Project	DDB_G0286643	grlM	D.purpureum:DPU_G0055176
OrthoMCL	DDB_G0286645	cstf3	M.musculus:ENSMUSP00000028599 | C.elegans:WBGene00006307 | H.sapiens:ENSP00000315791 | A.thaliana:NP_173218 | S.cerevisiae S288c:YMR061W | D.melanogaster:FBpp0112455
InParanoid	DDB_G0286645	cstf3	C.elegans:CE03277 | D.melanogaster:FBpp0112455 | H.sapiens:ENSP00000315791 | M.musculus:ENSMUSP00000028599
JGI/Baylor Sequencing Project	DDB_G0286645	cstf3	D.purpureum:DPU_G0055184
JGI/Baylor Sequencing Project	DDB_G0287163	DDB_G0287163	D.purpureum:DPU_G0056542
OrthoMCL	DDB_G0286633	ints4	M.musculus:ENSMUSP00000026126 | C.elegans:WBGene00012234 | A.thaliana:NP_187492 | H.sapiens:ENSP00000346913 | D.melanogaster:FBpp0071178
InParanoid	DDB_G0286633	ints4	C.elegans:CE25138 | H.sapiens:ENSP00000346913 | M.musculus:ENSMUSP00000026126
JGI/Baylor Sequencing Project	DDB_G0286633	ints4	D.purpureum:DPU_G0074966
OrthoMCL	DDB_G0287855	pirA	M.musculus:ENSMUSP00000032629 | M.musculus:ENSMUSP00000090854 | C.elegans:WBGene00001579 | H.sapiens:ENSP00000390623 | H.sapiens:ENSP00000390948 | A.thaliana:NP_001119248 | A.thaliana:NP_197342 | A.thaliana:NP_974801 | D.melanogaster:FBpp0082541
InParanoid	DDB_G0287855	pirA	A.thaliana:At5g18410 | C.elegans:CE31351 | D.melanogaster:FBpp0082541 | H.sapiens:ENSP00000324549 | M.musculus:ENSMUSP00000090854
JGI/Baylor Sequencing Project	DDB_G0287855	pirA	D.purpureum:DPU_G0071848
JGI/Baylor Sequencing Project	DDB_G0290193	DDB_G0290193	D.purpureum:DPU_G0075822
JGI/Baylor Sequencing Project	DDB_G0290201	DDB_G0290201	D.purpureum:DPU_G0075818
OrthoMCL	DDB_G0286473	pfdn3	M.musculus:ENSMUSP00000033540 | C.elegans:WBGene00006889 | H.sapiens:ENSP00000286428 | A.thaliana:NP_001032045 | A.thaliana:NP_199762 | S.cerevisiae S288c:YGR078C | D.melanogaster:FBpp0081882
InParanoid	DDB_G0286473	pfdn3	A.thaliana:At5g49510 | C.elegans:CE13349 | D.melanogaster:FBpp0081882 | H.sapiens:ENSP00000286428 | M.musculus:ENSMUSP00000033540 | S.cerevisiae S288c:YGR078C
JGI/Baylor Sequencing Project	DDB_G0286473	pfdn3	D.purpureum:DPU_G0071226
JGI/Baylor Sequencing Project	DDB_G0287899	rif1	D.purpureum:DPU_G0055598
InParanoid	DDB_G0288527	DDB_G0288527	A.thaliana:At4g20350
OrthoMCL	DDB_G0288769	cap	M.musculus:ENSMUSP00000101862 | M.musculus:ENSMUSP00000021802 | C.elegans:WBGene00000294 | H.sapiens:ENSP00000361883 | H.sapiens:ENSP00000229922 | A.thaliana:NP_195175 | S.cerevisiae S288c:YNL138W | D.melanogaster:FBpp0099391
InParanoid	DDB_G0288769	cap	A.thaliana:At4g34490 | C.elegans:CE27714 | D.melanogaster:FBpp0099391 | H.sapiens:ENSP00000229922 | M.musculus:ENSMUSP00000021802 | S.cerevisiae S288c:YNL138W
JGI/Baylor Sequencing Project	DDB_G0288769	cap	D.purpureum:DPU_G0070758
OrthoMCL	DDB_G0290623	DDB_G0290623	M.musculus:ENSMUSP00000071788 | M.musculus:ENSMUSP00000041793 | C.elegans:WBGene00001983 | H.sapiens:ENSP00000337445 | H.sapiens:ENSP00000269466 | S.cerevisiae S288c:YKR079C | E.coli K-12:AP_002866 | A.thaliana:NP_175628 | A.thaliana:NP_188247 | D.melanogaster:FBpp0087449
InParanoid	DDB_G0290623	DDB_G0290623	D.melanogaster:FBpp0087449 | H.sapiens:ENSP00000337445 | M.musculus:ENSMUSP00000071788 | S.cerevisiae S288c:YKR079C
OrthoMCL	DDB_G0290647	DDB_G0290647	M.musculus:ENSMUSP00000027741 | C.elegans:WBGene00012659 | H.sapiens:ENSP00000356562 | A.thaliana:NP_188985 | A.thaliana:NP_564940 | A.thaliana:NP_172857 | A.thaliana:NP_173995 | A.thaliana:NP_174768 | A.thaliana:NP_177107 | A.thaliana:NP_178423 | A.thaliana:NP_178424 | A.thaliana:NP_178425 | A.thaliana:NP_189549 | A.thaliana:NP_194265 | S.cerevisiae S288c:YIL047C | D.melanogaster:FBpp0074304 | D.melanogaster:FBpp0076785
