Ensembl Protein ID	HGNC ID(s)	UniProt/SwissProt Accession	UniProt/SwissProt ID
ENSP00000427438	5394		
ENSP00000325732	5046	P52272	HNRPM_HUMAN
ENSP00000403546	11782		
ENSP00000432323	30706		
ENSP00000397373	8943	Q99574	NEUS_HUMAN
ENSP00000452704	188		
ENSP00000269932	25049	Q6NXE6	ARMC6_HUMAN
ENSP00000233969	11072	Q9UBY0	SL9A2_HUMAN
ENSP00000368592	26693	Q6ZVT0	TTL10_HUMAN
ENSP00000353165	17358	Q9H3S4	TPK1_HUMAN
ENSP00000433014	30706		
ENSP00000379025	1211	Q5XX13	FBW10_HUMAN
ENSP00000354850	7056	O60502	NCOAT_HUMAN
ENSP00000316609	31412	Q1ZZU3	SWI5_HUMAN
ENSP00000445944	1470	Q96RR4	KKCC2_HUMAN
ENSP00000422009	5394		
ENSP00000370560	11782		
ENSP00000470415			
ENSP00000336634	1470	Q96RR4	KKCC2_HUMAN
ENSP00000378130	5394	P05156	CFAI_HUMAN
ENSP00000438813	17358		
ENSP00000444341	25049		
ENSP00000360302	4573	P42263	GRIA3_HUMAN
ENSP00000367338	17358		
ENSP00000375795	11346	Q13007	IL24_HUMAN
ENSP00000369222	2700		
ENSP00000245551	24030	A9UHW6	MI4GD_HUMAN
ENSP00000310382	1211	Q5XX13	FBW10_HUMAN
ENSP00000379444	188		
ENSP00000434424	2495		
ENSP00000438437	17989		
ENSP00000312741	1470	Q96RR4	KKCC2_HUMAN
ENSP00000295777	8943	Q99574	NEUS_HUMAN
ENSP00000389203	12962	Q12899	TRI26_HUMAN
ENSP00000378449	30706	Q96JA4	M4A14_HUMAN
ENSP00000381133	3695	Q08830	FGL1_HUMAN
ENSP00000440750	11007		
ENSP00000415328	12962	Q12899	TRI26_HUMAN
ENSP00000441352	1470		
ENSP00000336836	17989		
ENSP00000233557	7993	Q9UHY1	NRBP_HUMAN
ENSP00000309973	6943	Q07820	MCL1_HUMAN
ENSP00000420561	8943		
ENSP00000366795	17989	Q96S37	S22AC_HUMAN
ENSP00000429757	3695	Q08830	FGL1_HUMAN
ENSP00000325376	5046	P52272	HNRPM_HUMAN
ENSP00000462459	24030	A9UHW6	MI4GD_HUMAN
ENSP00000368590	26693	Q6ZVT0	TTL10_HUMAN
ENSP00000428430	3695	Q08830	FGL1_HUMAN
ENSP00000441496	11007		
ENSP00000470932	5046		
ENSP00000328814	11782		
ENSP00000420807	8943		
ENSP00000302486	6840	Q02750	MP2K1_HUMAN
ENSP00000463552	1211		
ENSP00000463334	24030	A9UHW6	MI4GD_HUMAN
ENSP00000412838	12962		
ENSP00000308938	9071	P00747	PLMN_HUMAN
ENSP00000439269	25049		
ENSP00000388368	1470	Q96RR4	KKCC2_HUMAN
ENSP00000354552	11614	Q15560	TCEA2_HUMAN
ENSP00000284224	19898	Q7L1S5	CHST9_HUMAN
ENSP00000405791	12962		
ENSP00000439038	25049		
ENSP00000462412	24030		
ENSP00000448655	17358		
ENSP00000306937	1211	Q5XX13	FBW10_HUMAN
ENSP00000350445	7056	O60502	NCOAT_HUMAN
ENSP00000264357	4573	P42263	GRIA3_HUMAN
ENSP00000229328	9378	Q9Y478	AAKB1_HUMAN
ENSP00000389424	9071		
ENSP00000423494	4417		
ENSP00000384600	1470	Q96RR4	KKCC2_HUMAN
ENSP00000416664	12962		
ENSP00000462852	19898	Q7L1S5	CHST9_HUMAN
ENSP00000464269	26693		
ENSP00000446037	25049		
ENSP00000456438	6840		
ENSP00000463579	24030		
ENSP00000369181	7993	Q9UHY1	NRBP_HUMAN
ENSP00000384591	1470	Q96RR4	KKCC2_HUMAN
ENSP00000403887	12962		
ENSP00000471530	5046		
ENSP00000349959	28611	Q6R327	RICTR_HUMAN
ENSP00000380150	16393	Q9BXL7	CAR11_HUMAN
ENSP00000464655	19898	Q7L1S5	CHST9_HUMAN
ENSP00000472789	5046		
ENSP00000463629	24030		
ENSP00000294984	11346	Q13007	IL24_HUMAN
ENSP00000450028	17358		
ENSP00000379026	1211	Q5XX13	FBW10_HUMAN
ENSP00000369192	7993		
ENSP00000368591	26693	Q6ZVT0	TTL10_HUMAN
ENSP00000441369	9378	Q9Y478	AAKB1_HUMAN
ENSP00000371263	3695	Q08830	FGL1_HUMAN
ENSP00000470017	5046		
ENSP00000446146	4573		
ENSP00000403916	7993		
ENSP00000401952	3695	Q08830	FGL1_HUMAN
ENSP00000256194	24693	O94851	MICA2_HUMAN
ENSP00000464448	24030		
ENSP00000471339	5046		
ENSP00000444816	9378		
ENSP00000388273	1470	Q96RR4	KKCC2_HUMAN
ENSP00000347695	16393		
ENSP00000381131	3695	Q08830	FGL1_HUMAN
ENSP00000359112	7056	O60502	NCOAT_HUMAN
ENSP00000371262	3695	Q08830	FGL1_HUMAN
ENSP00000415406	7993		
ENSP00000376265	1470	Q96RR4	KKCC2_HUMAN
ENSP00000311876	4417	P46926	GNPI1_HUMAN
ENSP00000446440	4573		
ENSP00000463264	24030		
ENSP00000348779	16393		
ENSP00000441420	25049		
ENSP00000414235	7056		
ENSP00000469906	5046		
ENSP00000439003	25049		
ENSP00000424275	4417	P46926	GNPI1_HUMAN
ENSP00000439235	9378		
ENSP00000457050	12187		
ENSP00000350544	29917		
ENSP00000437993	9378		
ENSP00000367339	17358		
ENSP00000462655	24030		
ENSP00000423674	4417	P46926	GNPI1_HUMAN
ENSP00000265598	14582	Q9UQV4	LAMP3_HUMAN
ENSP00000361344	19255		
ENSP00000444317	25049		
ENSP00000388552	38840		
ENSP00000434957	24693		
ENSP00000454671	12189		
ENSP00000470635	5046		
ENSP00000409973	7056		
ENSP00000463493	24030		
ENSP00000437580	25049		
ENSP00000423485	4417	P46926	GNPI1_HUMAN
ENSP00000433818	24693		
ENSP00000448698	17358		
ENSP00000358251	29320	Q5W0V3	F16B1_HUMAN
ENSP00000363614	5005	P35914	HMGCL_HUMAN
ENSP00000438369	25049		
ENSP00000373347	19744	O43295	SRGP3_HUMAN
ENSP00000456837	12190		
ENSP00000424625	4417		
ENSP00000395880	38840		
ENSP00000418912	14582		
ENSP00000356062	11346		
ENSP00000433965	24693	O94851	MICA2_HUMAN
ENSP00000358253	29320	Q5W0V3	F16B1_HUMAN
ENSP00000444894	1470		
ENSP00000472599	5046		
ENSP00000421524	4417		
ENSP00000376148	25049	Q6NXE6	ARMC6_HUMAN
ENSP00000437229	24693		
ENSP00000445400	1470		
ENSP00000358249	29320		
ENSP00000421279	38840		
ENSP00000458094	12191		
ENSP00000389281	5005	P35914	HMGCL_HUMAN
ENSP00000356060	11346	Q13007	IL24_HUMAN
ENSP00000469681	5046		
ENSP00000419372	7043		
ENSP00000263202	12520	Q92890	UFD1_HUMAN
ENSP00000433509	24693		
ENSP00000444916	25049		
ENSP00000419059	14582		
ENSP00000343515	11614	Q15560	TCEA2_HUMAN
ENSP00000457892	15484	O75971	SNPC5_HUMAN
ENSP00000411924	29320		
ENSP00000336762	483	P03950	ANGI_HUMAN
ENSP00000228534	15488	Q9NPF7	IL23A_HUMAN
ENSP00000433357	24693		
ENSP00000446234	25049		
ENSP00000361341	19255		
ENSP00000423019	28611	Q6R327	RICTR_HUMAN
ENSP00000457349	12192		
ENSP00000424537	4417		
ENSP00000420589	14582		
ENSP00000407081	7056		
ENSP00000378954	15484	O75971	SNPC5_HUMAN
ENSP00000422173	4417		
ENSP00000263805	12886	Q9H2Y7	ZN106_HUMAN
ENSP00000444265	25049		
ENSP00000353587	19744	O43295	SRGP3_HUMAN
ENSP00000443719	25049		
ENSP00000457529	12193		
ENSP00000454421	15484	O75971	SNPC5_HUMAN
ENSP00000381077	483	P03950	ANGI_HUMAN
ENSP00000418933	11346		
ENSP00000309836	26358	Q8IYE1	CCD13_HUMAN
ENSP00000455674	12886		
ENSP00000473469	26079		
ENSP00000426583	4417		
ENSP00000455680	15484		
ENSP00000455886	12194		
ENSP00000387718	4417		
ENSP00000265944	7601	Q8NEV4	MYO3A_HUMAN
ENSP00000473565	26079		
ENSP00000456604	12886		
ENSP00000363611	5005		
ENSP00000365479	7601		
ENSP00000454705	12196		
ENSP00000296782	28611	Q6R327	RICTR_HUMAN
ENSP00000361337	19255	Q5JTB6	PLAC9_HUMAN
ENSP00000235958	5005		
ENSP00000326194	26954		
ENSP00000477037			
ENSP00000456191	12886		
ENSP00000365478	7601		
ENSP00000454817	12201		
ENSP00000457637	12886	Q9H2Y7	ZN106_HUMAN
ENSP00000319597	15484	O75971	SNPC5_HUMAN
ENSP00000445143	4417		
ENSP00000453425	26954		
ENSP00000382439	12520	Q92890	UFD1_HUMAN
ENSP00000455626	15484		
ENSP00000455403	12203		
ENSP00000461075	37163	P0CJ73	HMN6_HUMAN
ENSP00000339432	11614		
ENSP00000361982	17170	O95900	TRUB2_HUMAN
ENSP00000445909	7601		
ENSP00000391807	11614		
ENSP00000402136	12520		
ENSP00000315098	16978	Q14507	EP3A_HUMAN
ENSP00000308439	15484	O75971	SNPC5_HUMAN
ENSP00000433071	28842	Q9BQ04	RBM4B_HUMAN
ENSP00000407085	11614		
ENSP00000363607	5005		
ENSP00000406680	12520		
ENSP00000457533	12205		
ENSP00000456716	15484		
ENSP00000430089	2190		
ENSP00000475881	12886		
ENSP00000326693	28380	Q86VD7	S2542_HUMAN
ENSP00000340149	6140		
ENSP00000456849	12208		
ENSP00000383998	11753		
ENSP00000455049	12886		
ENSP00000418390	12520		
ENSP00000434140			
ENSP00000423162	28611		
ENSP00000418295	12520		
ENSP00000456845	12886		
ENSP00000272748	21610	Q9C0E8	LNP_HUMAN
ENSP00000369210	26026	Q9NX45	SOLH2_HUMAN
ENSP00000454882	12886		
ENSP00000216639	12718	Q99986	VRK1_HUMAN
ENSP00000361073	7670	Q9Y6Q9	NCOA3_HUMAN
ENSP00000465806	10628		
ENSP00000314810	19223	P56851	EP3B_HUMAN
ENSP00000343948	11753		
ENSP00000435847	1476		
ENSP00000310471	28842	Q9BQ04	RBM4B_HUMAN
ENSP00000354079	12520		
ENSP00000432512	1476		
ENSP00000326838	26026	Q9NX45	SOLH2_HUMAN
ENSP00000453399	18896	Q9H7F4	T185B_HUMAN
ENSP00000386237	21610	Q9C0E8	LNP_HUMAN
ENSP00000226355	316	P43652	AFAM_HUMAN
ENSP00000435239	28842		
ENSP00000361156	11732	Q96S53	TESK2_HUMAN
ENSP00000438084	17170		
ENSP00000467843	28505	Q8IYS8	BD1L2_HUMAN
ENSP00000456236			
ENSP00000450820	12718		
ENSP00000416026	11614		
ENSP00000404101	4927		
ENSP00000451682	12718		
ENSP00000433601	28842		
ENSP00000388507	21610		
ENSP00000408020	7744	Q96PY6	NEK1_HUMAN
ENSP00000302046	10048	Q93091	RNAS6_HUMAN
ENSP00000329933	20816	Q96QT6	PHF12_HUMAN
ENSP00000452885	26954	Q8NBR6	FA63B_HUMAN
ENSP00000454948			
ENSP00000368104	1069	P12643	BMP2_HUMAN
ENSP00000376323	21610		
ENSP00000388485	25201	Q86XT9	TM219_HUMAN
ENSP00000471877	9794		
ENSP00000433113	28842		
ENSP00000451412	12718		
ENSP00000465161	20816		
ENSP00000435656	10451		
ENSP00000456424			
ENSP00000443815	29917		
ENSP00000388262	21610		
ENSP00000423332	7744	Q96PY6	NEK1_HUMAN
ENSP00000465255	20816		
ENSP00000473152	9794		
ENSP00000473273	26079		
ENSP00000393231	26954	Q8NBR6	FA63B_HUMAN
ENSP00000415671	10065		
ENSP00000230323	11753	P19484	TFEB_HUMAN
ENSP00000473678	25201		
ENSP00000361158	11732	Q96S53	TESK2_HUMAN
ENSP00000453305	26954		
ENSP00000427653	7744	Q96PY6	NEK1_HUMAN
ENSP00000459732	25201		
ENSP00000475784	28842		
ENSP00000361066	7670	Q9Y6Q9	NCOA3_HUMAN
ENSP00000348300	13862	Q9NY30	BTG4_HUMAN
ENSP00000351742	11753		
ENSP00000408984	10628	P16619	CL3L1_HUMAN
ENSP00000222008	9794	Q9UI14	PRAF1_HUMAN
ENSP00000424757	7744	Q96PY6	NEK1_HUMAN
ENSP00000369792	26079		
ENSP00000362124	11753	P19484	TFEB_HUMAN
ENSP00000389675	10065		
ENSP00000456960	25201	Q86XT9	TM219_HUMAN
ENSP00000391572	4070	Q9UBS5	GABR1_HUMAN
ENSP00000440905	21610		
ENSP00000469161	9794		
ENSP00000437533	10628		
ENSP00000432018	13862		
ENSP00000424938	7744	Q96PY6	NEK1_HUMAN
ENSP00000377824	11753		
ENSP00000354301	26079		
ENSP00000354871	9243	O14829	PPE1_HUMAN
ENSP00000457492	25201	Q86XT9	TM219_HUMAN
ENSP00000392358	13862		
ENSP00000335201	27050	Q7Z5W3	BN3D2_HUMAN
ENSP00000369789	26079		
ENSP00000469392	9794		
ENSP00000410391	11753		
ENSP00000451542	26026	Q9NX45	SOLH2_HUMAN
ENSP00000343940	11732	Q96S53	TESK2_HUMAN
ENSP00000406491	11753		
ENSP00000381057	10044	P07998	RNAS1_HUMAN
ENSP00000459813	25201		
ENSP00000320431	14269	O43173	SIA8C_HUMAN
ENSP00000400276	11753		
ENSP00000445464	21610		
ENSP00000438588	7432		
ENSP00000461124	25201		
ENSP00000396168	11753		
ENSP00000360795	3419		
ENSP00000467752	14269		
ENSP00000419948	9243		
ENSP00000369797	26079	Q5VZ89	DEN4C_HUMAN
ENSP00000378493	11614		
ENSP00000450560	7432	P11586	C1TC_HUMAN
ENSP00000454443	25201		
ENSP00000393874	11753		
ENSP00000418623	9243		
ENSP00000344193	10044	P07998	RNAS1_HUMAN
ENSP00000421525	7744		
ENSP00000286186	1500	Q92851	CASPA_HUMAN
ENSP00000279396	25201	Q86XT9	TM219_HUMAN
ENSP00000409858	23219		
ENSP00000415035	11753		
ENSP00000361065	7670	Q9Y6Q9	NCOA3_HUMAN
ENSP00000389623	4927	Q92504	S39A7_HUMAN
ENSP00000441746	11732		
ENSP00000424152	7744		
ENSP00000368157	20816		
ENSP00000395208	11753		
ENSP00000421868	38866		
ENSP00000467363	20816		
ENSP00000397244	11732		
ENSP00000415946	11753		
ENSP00000402866	9840		
ENSP00000351190	6167	P19823	ITIH2_HUMAN
ENSP00000399493	10044	P07998	RNAS1_HUMAN
ENSP00000416439	4927	Q92504	S39A7_HUMAN
ENSP00000342123	7670		
ENSP00000384203	11753	P19484	TFEB_HUMAN
ENSP00000412551	11753	P19484	TFEB_HUMAN
ENSP00000307774	13031	Q16600	ZN239_HUMAN
ENSP00000451058	10044		
ENSP00000272879	1500	Q92851	CASPA_HUMAN
ENSP00000419185	8139	O95948	ONEC2_HUMAN
ENSP00000477359	7432		
ENSP00000419741	8139		
ENSP00000477501	7432		
ENSP00000388826	6167		
ENSP00000401914	1500		
ENSP00000364549	11480	O95425	SVIL_HUMAN
ENSP00000268756	20816	Q96QT6	PHF12_HUMAN
ENSP00000363569	13031	Q16600	ZN239_HUMAN
ENSP00000381060	10044	P07998	RNAS1_HUMAN
ENSP00000302537	29917	Q8TC05	MDM1_HUMAN
ENSP00000419273	9243		
ENSP00000360798	3419	P42566	EPS15_HUMAN
ENSP00000463900	20816		
ENSP00000445181	29917		
ENSP00000363781	1500	Q92851	CASPA_HUMAN
ENSP00000465374	20816		
ENSP00000368906	6167		
ENSP00000398202	13031	Q16600	ZN239_HUMAN
ENSP00000443907	13031	Q16600	ZN239_HUMAN
ENSP00000468478	20816		
ENSP00000358832	10298	P27635	RL10_HUMAN
ENSP00000356058	14315	O60667	FAIM3_HUMAN
ENSP00000391006	29917	Q8TC05	MDM1_HUMAN
ENSP00000352806	9243		
ENSP00000237865	1500	Q92851	CASPA_HUMAN
ENSP00000341892	9243	O14829	PPE1_HUMAN
ENSP00000388600	10298		
ENSP00000435272	1476	P07384	CAN1_HUMAN
ENSP00000441689	24693	O94851	MICA2_HUMAN
ENSP00000433823	1476		
ENSP00000314599	1500	Q92851	CASPA_HUMAN
ENSP00000344894	24693	O94851	MICA2_HUMAN
ENSP00000431528	1476		
ENSP00000465017	20816		
ENSP00000404136	14315	O60667	FAIM3_HUMAN
ENSP00000396835	1500	Q92851	CASPA_HUMAN
ENSP00000333194	13735	P49795	RGS19_HUMAN
ENSP00000431686	1476	P07384	CAN1_HUMAN
ENSP00000467091	20816		
ENSP00000384651	7451	Q13615	MTMR3_HUMAN
ENSP00000434176	1476	P07384	CAN1_HUMAN
ENSP00000470824	6717		
ENSP00000466695	20816		
ENSP00000446000	29917		
ENSP00000341730	10298	P27635	RL10_HUMAN
ENSP00000437785	9243	O14829	PPE1_HUMAN
ENSP00000216605	7432	P11586	C1TC_HUMAN
ENSP00000255631	24989	Q9NZL4	HPBP1_HUMAN
ENSP00000467921	20816		
ENSP00000447378	7043	O43451	MGA_HUMAN
ENSP00000348128	11480	O95425	SVIL_HUMAN
ENSP00000409063	7451		
ENSP00000452919	17384		
ENSP00000368932	24693	O94851	MICA2_HUMAN
ENSP00000363603	4006	P04066	FUCO_HUMAN
ENSP00000381949	2190	Q5TAT6	CODA1_HUMAN
ENSP00000436799	14315		
ENSP00000476468	7432		
ENSP00000417103	7043		
ENSP00000329140	23720	Q70SY1	CR3L2_HUMAN
ENSP00000378483	13735	P49795	RGS19_HUMAN
ENSP00000346553	2190	Q5TAT6	CODA1_HUMAN
ENSP00000404340	10065	Q9HCM9	TRI39_HUMAN
ENSP00000432936	14315		
ENSP00000441289	9243		
ENSP00000272519	9840	P11234	RALB_HUMAN
ENSP00000350463	2190	Q5TAT6	CODA1_HUMAN
ENSP00000279247	1476	P07384	CAN1_HUMAN
ENSP00000404705	23219	Q58DX5	NADL2_HUMAN
ENSP00000474739	3419		
ENSP00000417515	7043		
ENSP00000403550	23720	Q70SY1	CR3L2_HUMAN
ENSP00000266000	2681	Q9UER7	DAXX_HUMAN
ENSP00000377175	29917	Q8TC05	MDM1_HUMAN
ENSP00000469785	6717		
ENSP00000437331	14315		
ENSP00000428057	2190	Q5TAT6	CODA1_HUMAN
ENSP00000395025	10298		
ENSP00000318070	7451		
ENSP00000410314	23720	Q70SY1	CR3L2_HUMAN
ENSP00000430061	2190	Q5TAT6	CODA1_HUMAN
ENSP00000436693	1476		
ENSP00000379428	3419		
ENSP00000398244	24989	Q9NZL4	HPBP1_HUMAN
ENSP00000436316	14315		
ENSP00000388969	10065		
ENSP00000428342	2190	Q5TAT6	CODA1_HUMAN
ENSP00000388917	23720		
ENSP00000412743	10065	Q9HCM9	TRI39_HUMAN
ENSP00000430173	2190	Q5TAT6	CODA1_HUMAN
ENSP00000467574	24989	Q9NZL4	HPBP1_HUMAN
ENSP00000472995	6717		
ENSP00000402889	23720		
ENSP00000369757	10429	P62753	RS6_HUMAN
ENSP00000414224	9840	P11234	RALB_HUMAN
ENSP00000353250	1500	Q92851	CASPA_HUMAN
ENSP00000466569	24989		
ENSP00000404208	26020	Q9NX61	T161A_HUMAN
ENSP00000404333	10065		
ENSP00000381947	2190		
ENSP00000393782	9840		
ENSP00000431793	1476		
ENSP00000466749	24989		
ENSP00000307271	7451	Q13615	MTMR3_HUMAN
ENSP00000396986	10065	Q9HCM9	TRI39_HUMAN
ENSP00000408694	29917	Q8TC05	MDM1_HUMAN
ENSP00000388774	2190		
ENSP00000436002	1476		
ENSP00000369745	10429		
ENSP00000469406	6717		
ENSP00000398442	10065		
ENSP00000435092	1476		
ENSP00000465876	24989		
ENSP00000269141	1759	P19022	CADH2_HUMAN
ENSP00000431172	1476		
ENSP00000398162	9840		
ENSP00000363668	2681	Q9UER7	DAXX_HUMAN
ENSP00000465690	24989		
ENSP00000396369	1248		
ENSP00000435198	1476		
ENSP00000409902	10065	Q9HCM9	TRI39_HUMAN
ENSP00000407062	9840		
ENSP00000413995	1248		
ENSP00000477199	7432		
ENSP00000384077	7451	Q13615	MTMR3_HUMAN
ENSP00000431984	1476	P07384	CAN1_HUMAN
ENSP00000468403	24989		
ENSP00000409819	10065		
ENSP00000385621	10298		
ENSP00000396969	23219		
ENSP00000438764	9840		
ENSP00000283943	12306	Q14669	TRIPC_HUMAN
ENSP00000369743	10429		
ENSP00000406125	10298		
ENSP00000384006	14435	Q8N187	CARTF_HUMAN
ENSP00000448572	10065	Q9HCM9	TRI39_HUMAN
ENSP00000411286	4070	Q9UBS5	GABR1_HUMAN
ENSP00000382312	1759		
ENSP00000395893	24493	Q9BV44	THUM3_HUMAN
ENSP00000433366	1476		
ENSP00000467926	24989		
ENSP00000381946	2190		
ENSP00000403356	14315	O60667	FAIM3_HUMAN
ENSP00000413296	14435		
ENSP00000411360	1759		
ENSP00000450067	10065		
ENSP00000407754	10298		
ENSP00000381943	2190		
ENSP00000369741	10429		
ENSP00000381940	2190		
ENSP00000405064	10298		
ENSP00000402968	24493		
ENSP00000364547	11480	O95425	SVIL_HUMAN
ENSP00000448240	10065		
ENSP00000381938	2190		
ENSP00000412120	1759		
ENSP00000384328	9840		
ENSP00000394528	4070	Q9UBS5	GABR1_HUMAN
ENSP00000398047	10298		
ENSP00000406008	2681		
ENSP00000395276	14435		
ENSP00000381936	2190		
ENSP00000414269	1759		
ENSP00000413436	10298	P27635	RL10_HUMAN
ENSP00000416812	14435		
ENSP00000399318	4070	Q9UBS5	GABR1_HUMAN
ENSP00000411126	24493		
ENSP00000303877	20796	Q6ZTQ3	RASF6_HUMAN
ENSP00000321951	17067	Q9BWQ8	LFG2_HUMAN
ENSP00000408499	2681		
ENSP00000450132	17067		
ENSP00000364768	25061	Q6PI97	CK088_HUMAN
ENSP00000273480	10070	Q9UBF6	RBX2_HUMAN
ENSP00000449463	10065		
ENSP00000391617	14435		
ENSP00000331649	7451	Q13615	MTMR3_HUMAN
ENSP00000390008	2681		
ENSP00000373697	12306	Q14669	TRIPC_HUMAN
ENSP00000368959	30077	Q00765	REEP5_HUMAN
ENSP00000432911	25061		
ENSP00000447715	17067		
ENSP00000457007	30770		
ENSP00000392274	14435		
ENSP00000445472	11480		
ENSP00000296271	10012	P08100	OPSD_HUMAN
ENSP00000401708	1248		
ENSP00000446771	17067		
ENSP00000381941	2190		
ENSP00000333845	25061	Q6PI97	CK088_HUMAN
ENSP00000449957	17067		
ENSP00000232496	17034	O75896	TUSC2_HUMAN
ENSP00000394298	14435		
ENSP00000454565	30770	Q8N6N6	GTL3B_HUMAN
ENSP00000415181	13973		
ENSP00000354694	23440	Q8NCK3	ZN485_HUMAN
ENSP00000339532	24493	Q9BV44	THUM3_HUMAN
ENSP00000408998	14435		
ENSP00000449711	17067		
ENSP00000373696	12306	Q14669	TRIPC_HUMAN
ENSP00000435029	25061		
ENSP00000440343	11480		
ENSP00000340578	20796	Q6ZTQ3	RASF6_HUMAN
ENSP00000419084	10070	Q9UBF6	RBX2_HUMAN
ENSP00000424064	24493	Q9BV44	THUM3_HUMAN
ENSP00000300452	19693	Q9Y3A0	COQ4_HUMAN
ENSP00000288670	18267	Q96PY5	FMNL2_HUMAN
ENSP00000448191	10065		
ENSP00000401918	14435		
ENSP00000399199	17034		
ENSP00000449360	17067		
ENSP00000408330	12306		
ENSP00000380227	6140	P13612	ITA4_HUMAN
ENSP00000301894	8009	P58401	NRX2B_HUMAN
ENSP00000348695	2190		
ENSP00000413166	14435		
ENSP00000396359	24493		
ENSP00000392726	13973		
ENSP00000393570	23440		
ENSP00000409488	17034		
ENSP00000336843	8155	P41146	OPRX_HUMAN
ENSP00000412199	24493		
ENSP00000363558	23440	Q8NCK3	ZN485_HUMAN
ENSP00000230036	4459	P80108	PHLD_HUMAN
ENSP00000366671	13973	Q96KW2	P12L2_HUMAN
ENSP00000387785	14435		
ENSP00000379123	20796	Q6ZTQ3	RASF6_HUMAN
ENSP00000381944	2190		
ENSP00000347848	8155	P41146	OPRX_HUMAN
ENSP00000381945	2190		
ENSP00000376725	10070	Q9UBF6	RBX2_HUMAN
ENSP00000394844	17034		
ENSP00000396876	2681	Q9UER7	DAXX_HUMAN
ENSP00000477292	19693		
ENSP00000418959	18267		
ENSP00000363560	23440		
ENSP00000336764	8155	P41146	OPRX_HUMAN
ENSP00000425901	30077		
ENSP00000476323	19693		
ENSP00000233573	6140		
ENSP00000363596	2160	P34972	CNR2_HUMAN
ENSP00000361966	19693		
ENSP00000449770			
ENSP00000342609	23675	Q5QJU3	ACER2_HUMAN
ENSP00000335582	20796	Q6ZTQ3	RASF6_HUMAN
ENSP00000442830	2160	P34972	CNR2_HUMAN
ENSP00000365521	24989		
ENSP00000420862	34361		
ENSP00000421305	30077		
ENSP00000162044	26020	Q9NX61	T161A_HUMAN
ENSP00000419339	10070	Q9UBF6	RBX2_HUMAN
ENSP00000261482	30077		
ENSP00000306894	3494	P41161	ETV5_HUMAN
ENSP00000369735	23675	Q5QJU3	ACER2_HUMAN
ENSP00000300738	10451	P23921	RIR1_HUMAN
ENSP00000476205	26020		
ENSP00000310801	33718	Q8TD35	CT201_HUMAN
ENSP00000419979	10070		
ENSP00000413755	3494	P41161	ETV5_HUMAN
ENSP00000421881	30077		
ENSP00000416160	14435		
ENSP00000302763	33718	Q8TD35	CT201_HUMAN
ENSP00000396221	14435		
ENSP00000263354	7641	P54920	SNAA_HUMAN
ENSP00000425252	34361	A6NNP5	CC169_HUMAN
ENSP00000434069	10451		
ENSP00000386388	12306		
ENSP00000442940	30077		
ENSP00000464216	23158		
ENSP00000258080	14348	O43464	HTRA2_HUMAN
ENSP00000394990	14435		
ENSP00000400967	12306		
ENSP00000244576	18779	Q9UJN7	ZN391_HUMAN
ENSP00000432555	10451		
ENSP00000315768	11363	P52630	STAT2_HUMAN
ENSP00000358783	4530	P48146	NPBW2_HUMAN
ENSP00000409460	12306		
ENSP00000399707	3494		
ENSP00000467300	26020		
ENSP00000472235	7641		
ENSP00000414385	12306		
ENSP00000319799	18463	Q8IZA3	H1FOO_HUMAN
ENSP00000379779	14970	Q9UNH7	SNX6_HUMAN
ENSP00000465840	26020		
ENSP00000389827	12306		
ENSP00000419498	18779		
ENSP00000378127	14264	Q9NY12	GAR1_HUMAN
ENSP00000471520	7641		
ENSP00000334840	23158	Q9NPJ4	PNRC2_HUMAN
ENSP00000431464	10451		
ENSP00000342442	12306		
ENSP00000426174	34361	A6NNP5	CC169_HUMAN
ENSP00000467649	26020		
ENSP00000422964	18463	Q8IZA3	H1FOO_HUMAN
ENSP00000358012	3360		
ENSP00000450751	11363	P52630	STAT2_HUMAN
ENSP00000239860	34361	A6NNP5	CC169_HUMAN
ENSP00000436377	10451		
ENSP00000363592	23158	Q9NPJ4	PNRC2_HUMAN
ENSP00000226796	14264	Q9NY12	GAR1_HUMAN
ENSP00000336984	28383	Q8N7B1	HORM2_HUMAN
ENSP00000300190	13374	Q9H3V2	MS4A5_HUMAN
ENSP00000462379	23158		
ENSP00000465215	26020		
ENSP00000369193	34361	A6NNP5	CC169_HUMAN
ENSP00000435330	13374		
ENSP00000476977	26020		
ENSP00000393415	28383		
ENSP00000357581	19321	Q9C056	NKX62_HUMAN
ENSP00000427495	34361	A6NNP5	CC169_HUMAN
ENSP00000389707	3494		
ENSP00000420806	25771		
ENSP00000412171	3494		
ENSP00000467793	26020		
ENSP00000385055	28383	Q8N7B1	HORM2_HUMAN
ENSP00000472332			
ENSP00000440715	12306		
ENSP00000470654	7641		
ENSP00000288199	17384	Q6ZNA4	RN111_HUMAN
ENSP00000262093	3647	P22830	HEMH_HUMAN
ENSP00000387354	11363		
ENSP00000312893	14348	O43464	HTRA2_HUMAN
ENSP00000472667	7641		
ENSP00000414789	14435		
ENSP00000405157	3494		
ENSP00000435192	13374		
ENSP00000369191	34361	A6NNP5	CC169_HUMAN
ENSP00000452842	17384		
ENSP00000399166	14348	O43464	HTRA2_HUMAN
ENSP00000433802	13374		
ENSP00000408577	21300		
ENSP00000471261	7641		
ENSP00000415948	14435	Q8N187	CARTF_HUMAN
ENSP00000239859	34361	A6NNP5	CC169_HUMAN
ENSP00000432836	13374		
